animal_id,lrid,tag,rfid,nlis,is_new,draft,sex,dob,sire,dam,breed,colour,weaned,prev_tag,prev_pic,note,note_date,is_exported,is_history,is_deleted,tag_sorter,donordam,whp,esi,status,status_date,overall_adg,current_adg,last_weight,last_weight_date,selected,animal_group,current_farm,current_property,current_area,current_farm_date,current_property_date,current_area_date,animal_group_date,sex_date,breed_date,dob_date,colour_date,prev_pic_date,sire_date,dam_date,donordam_date,prev_tag_date,tag_date,rfid_date,nlis_date,modified,full_rfid,full_rfid_date
6066,0,OR01761,964001023946120,"",0,"",Wether,636883776000000000,"",16192,"","",0,"","","New Tag: OR01761",637139843277780000,0,0,0,"OR                          1761","",0,0,Sold,637152302941123693,0.18,0.02,67.8,637138990064520000,0,"","","","",,,,,638405956955700000,,636885239329430000,,,,636885239420990000,,,637139843276380000,,,638405956955710000,"",
6067,0,OR01689,964001027783515,"",0,"",Female,636883776000000000,"",16192,"","",0,"","","New Tag: OR01689",637140670874760000,0,0,0,"OR                          1689","",0,0,Dead,637784645372030000,0.15,0.00,59.2,637172736509200000,0,"","","","",,,,,636885240218700000,,636885240262510000,,,,636885240357250000,,,637140670873260000,637140670644130000,,637784645372030000,"",
6068,0,19035,964001023946123,"",0,"",Female,636883776000000000,"",17270,ARG,SGM,0,"","","Weaning group 8/9/23",638271848368530000,0,0,0,"                           19035","",0,0,Current,636885244283860000,0.07,-0.01,129.0,638271848410230000,0,.,"","","",,,,638107517497890000,636885244929660000,637657394309070000,636885244968170000,637044045333540008,,,636885245065880000,,,637140016227900000,,,638405583324430000,"",
6069,0,17270BB,964001023946122,"",0,"",Female,636883776000000000,"",17270,"",SGM,0,"","","New Tag: 17270B",636885245834690000,0,0,0,"                           17270BB","",,,Dead,636923782708490000,"","","",,0,"","","","",,,,,636885246215620000,,636885246247160000,637044045501156266,,,636885246312140000,,,637855337021050000,,,637855337025070000,"",
6070,0,17161AS,964001023946124,"",0,"",Wether,636883776000000000,"",17161,"","",0,"","","New Tag: 17161A",636885248807200000,0,0,0,"                           17161AS","",,,Sold,637112619571124459,0.25,0.11,70.6,637089766566510000,0,"","","","",,,,,638405956348020000,,636885249409980000,,,,636885249497970000,,,637170332163360000,,,638405956348020000,"",
6071,0,17161BD,964001023946125,"",0,"",Female,636883776000000000,"",17161,"","",0,"","","New Tag: 17161B",636885249654870000,0,0,0,"                           17161BD","",,,Dead,636911700886970000,"","","",,0,"","","","",,,,,636885249999440000,,636885250032900000,,,,636885250077900000,,,637188403709730000,,,637188403713780000,"",
6072,0,17301A,964001023946126,"",0,"",Female,636883776000000000,"",17301,"","",0,"","","no activity on this tag",637152381251260000,0,0,0,"                           17301A","",,,Dead,637152398127927386,"","","",,0,"","","","",,,,,636885253270960000,,636885253325660000,,,,636885253415170000,,,636885252760910000,,,637152398127927386,"",
6073,0,OR01752,964001023946127,"",0,"",Wether,636883776000000000,"",17301,"","",0,"","","New Tag: OR01752",637139840480650000,0,0,0,"OR                          1752","",0,0,Sold,637152302938628049,0.18,0.02,67.0,637138972254400000,0,"","","","",,,,,638405956951220000,,636885254478570000,,,,636885254539400000,,,637139840479140000,,,638405956951230000,"",
6074,0,OR01662,964001023946128,"",0,"",Female,636883776000000000,"",16088,"","",0,"","","New Tag: OR01662",637140653284860000,0,0,0,"OR                          1662","",0,0,Dead,637784645309560000,0.14,0.13,61.6,637172732965580000,0,"","","","",,,,,636885260583140000,,636885260667770000,,,,636885260740170000,,,637140653282110000,,,637784645309570000,"",
6075,0,17285A,964001023946129,"",0,"",Male,636883776000000000,"",17285,"","",0,"","","New Tag: 17285A",636885798587390000,0,0,0,"                           17285A","",0,0,Dead,636895473919110000,"","","",,0,"","","","",,,,,638405958997960000,,636885798854210000,,,,636885798884910000,,,636885798585520000,,,638405958997960000,"",
6076,0,OR01705,964001023946090,"",0,"",Wether,636882048000000000,"",16023,"","",0,"","","New Tag: OR01705",637139821720180000,0,0,0,"OR                          1705","",0,0,Sold,637152302926129244,0.17,-0.01,61.8,637138973450110000,0,"","","","",,,,,638405956929180000,,636885800695410000,,,,636885800732850000,,,637139821718820000,,,638405956929180000,"",
6077,0,12082SS,964001023946091,"",0,"",Wether,636884640000000000,"",12082,"",JAD,0,"","","New Tag: 12082S",636885801973570000,0,0,0,"                           12082SS","",,,Sold,637112619591450241,0.19,0.31,73.8,637089697475960000,0,"","","","",,,,,638405956211490000,,636885802212130000,637829304820040000,,,636885802239930000,,,637170321578590000,,,638405956211490000,"",
6078,0,14097SS,964001023946092,"",0,"",Wether,636884640000000000,"",14097,"","",0,"","","New Tag: 14097S",636885804544940000,0,0,0,"                           14097SS","",,,Sold,637112619582295983,0.21,0.08,72.2,637089733031450000,0,"","","","",,,,,638405956251670000,,636885804721330000,,,,636885804751120000,,,637170343395290000,,,638405956251670000,"",
6079,0,19144,964001023946094,"",0,"",Female,636884640000000000,"",16183,"","",0,"","","AI 2023",638298384200490000,0,0,0,"                           19144","",0,0,Current,636885806078810000,0.03,-0.11,83.5,638271740232800000,0,.,"","","",,,,638107517374680000,637139388987165261,,636885806324540000,,,,636885806349630000,,,637140659529100000,,,638405572997060000,"",
6080,0,OR01611,964001023946093,"",0,"",Female,636883776000000000,"",16183,"","",0,"","","New Tag: OR01611",637140052052980000,0,0,0,"OR                          1611","",0,0,Dead,637784645587340000,0.09,0.06,42.6,637172749815910000,0,"","","","",,,,,637139388987328944,,636885807118230000,,,,636885807149350000,,,637140052051420000,,,637784645587340000,"",
6081,0,19024,964001040248784,"",0,"",Female,636884640000000000,"",17044,ARG,"",0,"","","Weaning group 8/9/23",638271701168510000,0,0,0,"                           19024","",0,0,Current,636885808459550000,0.06,0.05,136.0,638271701183000000,0,.,"","","",,,,638107517323110000,637139388992145929,637656718246860000,636885808739550000,,,,636885808765420000,,,637140006242450000,638148130707280000,,638404827043120000,"",
6082,0,OR01833,964001023946096,"",0,"",Wether,636883776000000000,"",17207,"","",0,"","","New Tag: OR01833",637139870925610000,0,0,0,"OR                          1833","",0,0,Sold,637152302964402644,0.16,-0.05,59.2,637138994733680000,0,"","","","",,,,,638405956996090000,,636885814125290000,,,,636885814158390000,,,637139870924260000,,,638405956996090000,"",
6083,0,OR01619,964001023946097,"",0,"",Female,636883776000000000,"",17207,"","",0,"","","New Tag: OR01619",637140058234990000,0,0,0,"OR                          1619","",0,0,Dead,637784645605760000,0.15,0.17,57.0,637172750806360000,0,"","","","",,,,,637139388997639698,,636885815491480000,,,,636885815520200000,,,637140058233530000,,,637784645605770000,"",
6084,0,OR01697,964001023946098,"",0,"",Female,636883776000000000,"",16023,"","",0,"","","New Tag: OR01697",637140676255300000,0,0,0,"OR                          1697","",0,0,Dead,637784645390040000,0.13,0.24,58.0,637172737589700000,0,"","","","",,,,,637139388994483664,,636885819843360000,,,,636885821702430000,,,637140676253970000,,,637784645390040000,"",
6085,0,19074,964001035779221,"",0,"",Female,636883776000000000,"",16023,ARG,"",0,"","","EID Tag not working",638338128488790000,0,0,0,"                           19074","",0,0,Current,636885821068610000,0.06,-0.08,122.0,638271816704410000,0,"11th BRD GRP","","","",,,,637695797906219937,637139388994813795,637657412299890000,636885822220830000,,,,636900628514450000,,,637140045887990000,637657411912720000,,638405566131020000,"",
6086,0,OR01818,964001023946089,"",0,"",Wether,636884640000000000,"",16118,"","",0,"","","New Tag: OR01818",637139864645450000,0,0,0,"OR                          1818","",0,0,Sold,637152302956749783,0.16,-0.04,63.8,637138983166290000,0,"","","","",,,,,638405956988670000,,636885824933610000,,,,636885824959650000,,,637139864644000000,,,638405956988670000,"",
6087,0,16118BS,964001023946088,"",0,"",Wether,636884640000000000,"",16118,"","",0,"","","New Tag: 16118B",636885825183430000,0,0,0,"                           16118BS","",,,Sold,637112619617771288,0.29,0.25,84,637089774683090000,0,"","","","",,,,,638405956316290000,,636885825353340000,,,,636885825377430000,,,637170335008680000,,,638405956316290000,"",
6088,0,17028AS,964001023946087,"",0,"",Wether,636884640000000000,"",17028,"","",0,"","","New Tag: 17028A",636885827869970000,0,0,0,"                           17028AS","",,,Sold,637112619561272825,0.24,0.20,69.8,637089769115840000,0,"","","","",,,,,638405956335870000,,636885828036780000,,,,636885828065870000,,,637170333574510000,,,638405956335870000,"",
6089,0,19103,964001023946086,"",0,"",Female,636884640000000000,"",17028,Comm,"",0,"","","Weaning group 8/9/23",638271822971660000,0,0,0,"                           19103","",0,0,Current,636885829647390000,0.06,-0.01,117.0,638271823008620000,0,.,"","","",,,,638107517374280000,637139388991310678,637657495408960000,636885829971020000,,,,636885829997000000,,,637140066855890000,,,638404731412690000,"",
6090,0,OR01821,964001023946084,"",0,"",Wether,636884640000000000,"",17027,"","",0,"","","New Tag: OR01821",637139866780250000,0,0,0,"OR                          1821","",0,0,Sold,637152302958932220,0.16,0.03,68.8,637139000667770000,0,"","","","",,,,,638405956989980000,,636885831926860000,,,,636885831981020000,,,637139866778080000,,,638405956989980000,"",
6091,0,15175AS,964001023946083,"",0,"",Wether,636884640000000000,"",15175,"","",0,"","","New Tag: 15175A",636885832743840000,0,0,0,"                           15175AS","",,,Sold,637112619547273423,0.23,0.18,68.6,637089701207810000,0,"","","","",,,,,638405956291400000,,636885832909760000,,,,636885832933770000,,,637170339337580000,,,638405956291400000,"",
6092,0,15175BS,964001023946085,"",0,"",Wether,636884640000000000,"",15175,"","",0,"","","New Tag: 15175B",636885833185480000,0,0,0,"                           15175BS","",,,Sold,637112619594782516,0.28,0.30,74.4,637089704187890000,0,"","","","",,,,,638405956291810000,,636885833357740000,,,,636885833383350000,,,637170339440850000,,,638405956291810000,"",
6093,0,OR02019,964001023946081,"",0,"",M,636884640000000000,"",12098,"","",0,"","","New Tag: OR02019",637154552131120000,0,0,0,"OR                          2019","",0,0,Sold,637217868063130000,0.18,0.04,80.6,637154551299840000,0,"15th BRD GRP","","","",,,,637114384615413206,636885835365880000,,636885835381420000,,,,636885835412320000,,,637154552129830000,,,637694759414545278,"",
6094,0,19040,964001023946082,"",0,"",Female,636884640000000000,"",11043,ARG,"",0,"","","Weaning group 8/9/23",638271874243330000,0,0,0,"                           19040","",0,0,Current,636885835712070000,0.07,0.02,131.0,638271874244620000,0,.,"","","",,,,638107517456680000,637139388995651904,637657441304050000,636885836444400000,,,,636895546805900000,,,637140019741160000,,,638404767092680000,"",
6095,0,17236AS,964001023946080,"",0,"",Wether,636884640000000000,"",17236,"","",0,"","","New Tag: 17236A",636885837883170000,0,0,0,"                           17236AS","",,,Sold,637112619592637790,0.26,0.11,73.8,637089729989350000,0,"","","","",,,,,638405956351310000,,636885838073420000,,,,636885838105700000,,,637170328943390000,,,638405956351310000,"",
6096,0,17236BS,964001023945940,"",0,"",Wether,636884640000000000,"",17236,"","",0,"","","New Tag: 17236B",636885838597660000,0,0,0,"                           17236BS","",,,Sold,637112619563116193,0.24,0.25,69.8,637089812553660000,0,"","","","",,,,,638405956351710000,,636885838749740000,,,,636885838786840000,,,637170329050100000,,,638405956351710000,"",
6097,0,OR01973,964001023945942,"",0,"",Female,636884640000000000,"",17006,"","",0,"","","New Tag: OR01973",637140671262700000,0,0,0,"OR                          1973","",0,0,Dead,637784645662540000,-0.06,-0.06,44.8,637172755391410000,0,"","","","",,,,,637152403505086177,,636885839781070000,,,,636885839808180000,,,637140671261000000,,,637784645662550000,"",
6098,0,16052SS,964001023945941,"",0,"",Wether,636884640000000000,"",16052,"","",0,"","","New Tag: 16052S",636885840533430000,0,0,0,"                           16052SS","",,,Sold,637112619587098804,0.24,0.13,73.2,637089768063740000,0,"","","","",,,,,638405956299720000,,636885840705810000,,,,636885840733840000,,,637170340156540000,,,638405956299720000,"",
6099,0,101,964001023945943,"",0,"",Male,636884640000000000,"",17134,"","",0,"","",SELL,638399618358710000,0,0,0,"                             101","",0,0,Current,636885843332170000,0.09,-0.27,188.0,638399618208160000,0,"","","","",,,,,638406401888870000,,636885843726020000,,,,636885843753340000,,,637154578735170000,,,638406401888870000,"",
6100,0,OR01770,964001027783506,"",0,"",Wether,636883776000000000,"",15102,"","",0,"","","New Tag: OR01770",637139846841650000,0,0,0,"OR                          1770","",0,0,Sold,637152302943312853,0.13,0.01,61.8,637138990748810000,0,"","","","",,,,,638405956960850000,,636885845192730000,,,,636885845219030000,,,637139846840290000,637139846688220000,,638405956960850000,"",
6101,0,OR01806,964001023945945,"",0,"",Wether,636883776000000000,"",15102,"","",0,"","","New Tag: OR01806",637139859687010000,0,0,0,"OR                          1806","",0,0,Sold,637152302952375668,0.16,0.06,67.6,637139001114930000,0,"","","","",,,,,638405956981690000,,636885845541390000,,,,636885845565250000,,,637139859685570000,,,638405956981690000,"",
6102,0,OR01814,964001023945946,"",0,"",Wether,636883776000000000,"",11050,"","",0,"","","New Tag: OR01814",637139863140280000,0,0,0,"OR                          1814","",0,0,Sold,637152302955655512,0.19,0.14,71.2,637138998588480000,0,"","","","",,,,,638405956986950000,,636885847726970000,,,,636885847752620000,,,637139863138770000,,,638405956986950000,"",
6103,0,OR01746,964001023945947,"",0,"",Wether,636883776000000000,"",11050,"","",0,"","","New Tag: OR01746",637139837845420000,0,0,0,"OR                          1746","",0,0,Sold,637152302936910821,0.16,0.05,64.0,637138995876120000,0,"","","","",,,,,638405956948630000,,636885848147490000,,,,636885848171080000,,,637139837844120000,,,638405956948640000,"",
6104,0,OR01841,964001023945948,"",0,"",Wether,636883776000000000,"",14054,"","",0,"","","New Tag: OR01841",637139875246590000,0,0,0,"OR                          1841","",0,0,Sold,637152302967527886,0.14,-0.07,57.2,637138971772220000,0,"","","","",,,,,638405956999530000,,636885850097780000,,,,636885850123120000,,,637139875245190000,,,638405956999530000,"",
6105,0,14054BS,964001023945949,"",0,"",Wether,636883776000000000,"",14054,"","",0,"","","New Tag: 14054B",636885850314340000,0,0,0,"                           14054BS","",,,Sold,637112619563650661,0.24,0.13,70,637089695813580000,0,"","","","",,,,,638405956242200000,,636885850471650000,,,,636885850496090000,,,637170346257750000,,,638405956242200000,"",
6106,0,OR02043,964001023945950,"",0,"",M,636884640000000000,"",15117,"","",0,"","","New Tag: OR02043",637154579210710000,0,0,0,"OR                          2043","",0,0,Sold,637217868113090000,0.13,-0.02,69.2,637154579032610000,0,"","","","",,,,,636885853100670000,,636885853129560000,,,,636885853158290000,,,637154579209340000,,,637217868113090000,"",
6107,0,OR01569,964001023945951,"",0,"",Female,636884640000000000,"",15117,"","",0,"","","New Tag: OR01569",637140022980920000,0,0,0,"OR                          1569","",0,0,Dead,637784645503770000,0.15,0.40,59.8,637172744685800000,0,"","","","",,,,,637139388982813541,,636885853589320000,,,,636885853613970000,,,637140022979540000,,,637784645503770000,"",
6108,0,OR01698,964001027783516,"",0,"",Female,636884640000000000,"",17090,"","",0,"","","New Tag: OR01698",637140675976000000,0,0,0,"OR                          1698","",0,0,Dead,637784645158710000,-0.05,-0.05,31.6,637160699208990000,0,"","","","",,,,,637139388995305071,,636885855316810000,,,,636885855344160000,,,637140675974550000,637140675685840000,,637784645158710000,"",
6109,0,17090SS,964001023945953,"",0,"",Wether,636884640000000000,"",17090,"","",0,"","","New Tag: 17090S",636885855603140000,0,0,0,"                           17090SS","",,,Sold,637112619542600442,0.21,0.24,68,637089746993020000,0,"","","","",,,,,638405956341820000,,636885855778270000,,,,636885855805270000,,,637170331051930000,,,638405956341820000,"",
6110,0,OR01902,964001023945956,"",0,"",Wether,636883776000000000,"",14062,"","",0,"","","New Tag: OR01902",637139897458740000,0,0,0,"OR                          1902","",0,0,Sold,637152302987054880,0.13,0.06,48.4,637138981286750000,0,"","","","",,,,,638405957026970000,,636885857203240000,,,,636885857228400000,,,637139897457290000,,,638405957026970000,"",
6111,0,OR01896,964001023945955,"",0,"",Wether,636883776000000000,"",14062,"","",0,"","","New Tag: OR01896",637139895351590000,0,0,0,"OR                          1896","",0,0,Sold,637152302985336484,0.16,-0.04,59.6,637139002597790000,0,"","","","",,,,,638405957024400000,,636885857590610000,,,,636885857615090000,,,637139895350270000,,,638405957024400000,"",
6112,0,OR01634,964001023945954,"",0,"",Female,636883776000000000,"",14062,"","",0,"","","New Tag: OR01634",637140069821900000,0,0,0,"OR                          1634","",0,0,Dead,637784645318530000,0.15,0.24,63.8,637172733731480000,0,"","","","",,,,,637139388977483558,,636885857928320000,,,,636885857951580000,,,637140069820550000,,,637784645318540000,"",
6113,0,OR01701,964001023945957,"",0,"",Wether,636884640000000000,"",17053,"","",0,"","","New Tag: OR01701",637139819681250000,0,0,0,"OR                          1701","",0,0,Sold,637152302925351381,0.17,0.02,67.0,637138992283980000,0,"","","","",,,,,638405956927490000,,636885861423530000,,,,636885861450510000,,,637139819678520000,,,638405956927490000,"",
6114,0,17053BR,964001023945958,"",0,"",M,636884640000000000,"",17053,"","",0,"","","New Tag: 17053B",636885861762840000,0,0,0,"                           17053BR","",,,Dead,636889387226840000,"","","",,0,"","","","",,,,,636885861901410000,,636885861917380000,,,,636885861943350000,,,636900648579890000,,,636900648583870000,"",
6115,0,OR01600,964001023945959,"",0,"",Female,636884640000000000,"",16009,"","",0,"","","New Tag: OR01600",637140043345550000,0,0,0,"OR                          1600","",0,0,Dead,637784645440150000,0.14,0.24,58.2,637172741275630000,0,"","","","",,,,,637139388983987699,,636885871218080000,,,,636885871243760000,,,637140043344220000,,,637784645440150000,"",
6116,0,16009D,964001023945971,"",0,"",M,636884640000000000,"",16009,"","",0,"","","New Tag: 16009D",636885871752360000,0,0,0,"                           16009D","",0,0,Dead,636889387231930000,"","","",,0,"","","","",,,,,636885871896400000,,636885871922570000,,,,636885871955440000,,,636885871750920000,,,636889387231930000,"",
6117,0,OR01695,964001023945970,"",0,"",Female,636884640000000000,"",16009,"","",0,"","","New Tag: OR01695",637140673347290000,0,0,0,"OR                          1695","",0,0,Dead,637784645149730000,0.16,0.08,63.6,637160636145530000,0,"","","","",,,,,637139388984309747,,636885872582190000,,,,636885872607930000,,,637140673345150000,,,637784645149730000,"",
6118,0,13026C,964001023945972,"",0,"",Male,636884640000000000,"",13026,"","",0,"","","New Tag: 13026C",636885875531240000,0,0,0,"                           13026C","",0,0,Dead,637093154355834261,0.15,0.15,39.6,637075947476420000,0,"","","","",,,,,638405958995430000,,636885875700030000,,,,636885875724750000,,,636885875529740000,,,638405958995430000,"",
6119,0,13026D,964001023945974,"",0,"",M,636884640000000000,"",13026,"","",0,"","","New Tag: 13026D",636885875848290000,0,0,0,"                           13026D","",,,Dead,636906501874280000,"","","",,0,"","","","",,,,,636885875998510000,,636885876015570000,,,,636885876039450000,,,636885875846810000,,,636906501874390000,"",
6120,0,OR01648,964001023945973,"",0,"",Female,636884640000000000,"",13026,"","",0,"","","New Tag: OR01648",637140646630620000,0,0,0,"OR                          1648","",0,0,Dead,637784645311350000,0.07,0.20,56.8,637172733127750000,0,"","","","",,,,,637139388971494913,,636885876412660000,,,,636885876438150000,,,637140646629070000,,,637784645311360000,"",
6121,0,OR01715,964001023945975,"",0,"",Wether,636884640000000000,EASYMONEY,14063,"","",0,"","","New Tag: OR01715",637139826120530000,0,0,0,"OR                          1715","",0,0,Sold,637152302928786196,0.15,-0.03,53.6,637138999566030000,0,"","","","",,,,,638405956933400000,,636885878530980000,,,636885878668530000,636885878561820000,,,637139826119070000,,,638405956933400000,"",
6122,0,OR01714,964001027783509,"",0,"",Wether,636884640000000000,EASYMONEY,14063,"","",0,"","","New Tag: OR01714",637139825647560000,0,0,0,"OR                          1714","",0,0,Sold,637152302928471629,0.16,0.00,56.2,637138989773280000,0,"","","","",,,,,638405956932970000,,636885879445280000,,,636885879514150000,636885879469290000,,,637139825646240000,637139825277420000,,638405956932980000,"",
6123,0,OR01749,964001023945976,"",0,"",Wether,636884640000000000,"",14063,"","",0,"","","New Tag: OR01749",637139839120450000,0,0,0,"OR                          1749","",0,0,Sold,637152302937687039,0.12,-0.04,47.2,637139000346640000,0,"","","","",,,,,638405956949930000,,636885880281510000,,,,636885880306640000,,,637139839119110000,,,638405956949930000,"",
6124,0,17150AS,964001023945961,"",0,"",Wether,636884640000000000,"",17150,"","",0,"","","New Tag: 17150A",636885888732370000,0,0,0,"                           17150AS","",,,Sold,637112619616109131,0.31,0.20,83,637089774103830000,0,"","","","",,,,,638405956347610000,,636885888892770000,,,,636885888918560000,,,637170332046550000,,,638405956347610000,"",
6125,0,OR01961,964001023945962,"",0,"",Wether,636884640000000000,"",17150,"","",0,"","","New Tag: OR01961",637139922592640000,0,0,0,"OR                          1961","",0,0,Sold,637152303007675392,0.16,-0.02,56.8,637139003395740000,0,"","","","",,,,,638405957054070000,,636885889253800000,,,,636885889283290000,,,637139922591250000,,,638405957054080000,"",
6126,0,OR01740,964001023945963,"",0,"",Wether,636884640000000000,"",13003,"","",0,"","","New Tag: OR01740",637139835960300000,0,0,0,"OR                          1740","",0,0,Sold,637152302935348568,0.11,0.06,53.6,637139005111110000,0,"","","","",,,,,638405956946120000,,636885891302240000,,,,636885891341370000,,,637139835958530000,,,638405956946120000,"",
6127,0,13003BS,964001023945964,"",0,"",Wether,636884640000000000,"",13003,"","",0,"","","New Tag: 13003B",636885891511970000,0,0,0,"                           13003BS","",,,Sold,637112619581940928,0.22,0.13,72.2,637089717306140000,0,"","","","",,,,,638405956215370000,,636885891673760000,,,,636885891702680000,,,637170346862250000,,,638405956215370000,"",
6128,0,16264AS,964001023945965,"",0,"",Wether,636884640000000000,"",16264,"","",0,"","","New Tag: 16264A",636885893340090000,0,0,0,"                           16264AS","",,,Sold,637112619609106671,0.24,0.00,79,637089800400610000,0,"","","","",,,,,638405956332910000,,636885893506920000,,,,636885893544840000,,,637170332490090000,,,638405956332910000,"",
6129,0,OR01499,964001023945966,"",0,"",Female,636884640000000000,"",16264,"","",0,"","","New Tag: OR01499",637139982564700000,0,0,0,"OR                          1499","",0,0,Dead,637784645570920000,0.10,0.14,54.2,637172748873200000,0,"","","","",,,,,637139388990982345,,636885894028300000,,,,636885894054180000,,,637139982563290000,,,637784645570930000,"",
6130,0,OR01907,964001023945967,"",0,"",Wether,636883776000000000,"",13051,"","",0,"","","New Tag: OR01907",637139898928480000,0,0,0,"OR                          1907","",0,0,Sold,637152302988460526,0.13,0.05,55.0,637138987176110000,0,"","","","",,,,,638405957029300000,,636885896479620000,,,,636885896508180000,,,637139898927140000,,,638405957029300000,"",
6131,0,19150,964001023945968,"",0,"",Female,636883776000000000,"",13051,ARG,"",0,"","","Weaning group 8/9/23",638271697200420000,0,0,0,"                           19150","",0,0,Current,636885896664740000,0.06,-0.02,124.0,638271697206360000,0,.,"","","",,,,638107517317420000,637139388974646994,637656790933100000,636885896954960000,,,,636885896979670000,,,637140662978640000,,,638405542042280000,"",
6132,0,19046,964001023945969,"",0,"",Female,636884640000000000,"",14012,"","",0,"","","New Tag: 19046",637140023776350000,0,0,0,"                           19046","",0,0,Dead,637784645797240000,0.12,0.24,79.8,637297076098730000,0,"","","","",,,,,637139388975147012,,636885898591990000,,,,636885898615240000,,,637140023774870000,,,637784645797250000,"",
6133,0,14012BD,964001023946040,"",0,"",Wether,636884640000000000,"",14012,"","",0,"","","New Tag: 14012B",636885899095950000,0,0,0,"                           14012BD","",,,Dead,636923782704170000,"","","",,0,"","","","",,,,,638405956229900000,,636885899358320000,,,,636885899382230000,,,637171184802460000,,,638405956229900000,"",
6134,0,OR01802,964001023946041,"",0,"",Wether,636884640000000000,"",17185,"","",0,"","","New Tag: OR01802",637139857525810000,0,0,0,"OR                          1802","",0,0,Sold,637152302951124685,0.15,0.04,61.6,637138994427050000,0,"","","","",,,,,638405956979250000,,636885900593370000,,,,636885900618470000,,,637139857524430000,,,638405956979250000,"",
6135,0,19094,964001023946042,"",0,"",Female,636884640000000000,"",14058,ARG,"",0,"","","Weaning group 8/9/23",638271809820850000,0,0,0,"                           19094","",0,0,Current,636885901756960000,0.05,-0.02,112.0,638271809826140000,0,.,"","","",,,,638107517372150000,637139388977139044,637656724431140000,636885902083820000,,,,636885902113220000,,,637140060170590000,,,638404830026370000,"",
6136,0,OR01723,964001023946044,"",0,"",Wether,636884640000000000,"",14058,"","",0,"","","New Tag: OR01723",637139829639440000,0,0,0,"OR                          1723","",0,0,Sold,637152302931439901,0.17,0.04,67.8,637139004068490000,0,"","","","",,,,,638405956938260000,,636885902664960000,,,,636885902688420000,,,637139829638110000,,,638405956938260000,"",
6137,0,OR01944,964001023946043,"",0,"",Wether,636884640000000000,"",14058,"","",0,"","","New Tag: OR01944",637139917487950000,0,0,0,"OR                          1944","",0,0,Sold,637152303001268431,0.16,0.04,57.2,637138975389400000,0,"","","","",,,,,638405957046450000,,636885903003990000,,,,636885903030210000,,,637139917486580000,,,638405957046450000,"",
6138,0,19071,964001023946045,"",0,"",Female,636884640000000000,"",15137,ARG,"",0,"","","Died 3/5/23 septic euthanized",638136284881090000,0,0,0,"                           19071","",0,0,Dead,638136286332300000,0.11,0.77,157,637985023885020000,0,"11th BRD GRP","","","",,,,637695797905126569,637139388983145450,637657370836770000,636885904428460000,,,,636885904453070000,,,637140044384810000,,,638136286906500000,"",
6139,0,19168,964001023946046,"",0,"",Female,636884640000000000,"",15137,Comm,"",0,"","","Weaning group 8/9/23",638271648039920000,0,0,0,"                           19168","",0,0,Current,636885904504100000,0.06,-0.01,120.0,638271648054480000,0,.,"","","",,,,638107517308810000,637139388983653213,637656816812850000,636885904961350000,,,,636885904986400000,,,637140671891910000,,,638404800197300000,"",
6140,0,15081AS,964001023946048,"",0,"",Wether,636884640000000000,"",15081,"","",0,"","","New Tag: 15081A",636885905642490000,0,0,0,"                           15081AS","",,,Sold,637112619568516208,0.23,0.01,70.2,637089740401260000,0,"","","","",,,,,638405956277710000,,636885905826510000,,,,636885905859660000,,,637170341700280000,,,638405956277710000,"",
6141,0,OR01809,964001023946047,"",0,"",Wether,636884640000000000,"",15081,"","",0,"","","New Tag: OR01809",637140874780590000,0,0,0,"OR                          1809","",0,0,Sold,637152302954091647,0.16,0.06,67.0,637138976957980000,0,"","","","",,,,,638405956982950000,,636885906461250000,,,,636885906486820000,,,637140874777560000,,,638405956982950000,"",
6142,0,OR01527,964001023946049,"",0,"",Female,636884640000000000,"",11006,"","",0,"","","New Tag: OR01527",637139996840800000,0,0,0,"OR                          1527","",0,0,Dead,637784645537750000,0.11,0.16,49.0,637172746885270000,0,"","","","",,,,,637139388971814655,,636885907511250000,,,,636885907651280000,,,637139996839490000,,,637784645537750000,"",
6143,0,16236SS,964001023946050,"",0,"",Wether,636884640000000000,"",16236,"","",0,"","","New Tag: 16236S",636885909051380000,0,0,0,"                           16236SS","",,,Sold,637112619588272202,0.24,0.03,73.4,637089779559770000,0,"","","","",,,,,638405956330330000,,636885909216620000,,,,636885909241920000,,,637170338732210000,,,638405956330330000,"",
6144,0,OR01541,964001023946053,"",0,"",Female,636883776000000000,"",16253,"","",0,"","","New Tag: OR01541",637140006857630000,0,0,0,"OR                          1541","",0,0,Dead,637784645574440000,0.12,0.24,61.2,637172749130140000,0,"","","","",,,,,637139388989811611,,636885911664090000,,,,636885911687940000,,,637140006856280000,,,637784645574440000,"",
6145,0,OR01781,964001023946052,"",0,"",Wether,636883776000000000,"",16253,"","",0,"","","New Tag: OR01781",637139850353040000,0,0,0,"OR                          1781","",0,0,Sold,637152302946282219,0.10,0.00,64.4,637138996870880000,0,"","","","",,,,,638405956967530000,,636885912137270000,,,,636885912162230000,,,637139850351660000,,,638405956967530000,"",
6146,0,OR01592,964001023946051,"",0,"",Female,636883776000000000,"",16253,"","",0,"","","New Tag: OR01592",637140039587540000,0,0,0,"OR                          1592","",0,0,Dead,637784645612090000,0.09,0.03,58.0,637172751149250000,0,"","","","",,,,,637139388990314949,,636885912550700000,,,,636885912575380000,,,637140039584980000,,,637784645612090000,"",
